date,duration,title,content,link
2022-07-03,00:01:42,国内联播快讯,"国家防总继续维持防汛防台风三级应急响应
国家防办、应急管理部今天（7月3日）召开防汛、防台风专题视频会，要求抓好西江流域干支流洪水、山洪地质灾害、城市内涝等防范应对，统筹调度各类专业抢险救援队伍和社会救援力量。国家防总继续维持防汛防台风三级应急响应。
六月全国共减征车购税71亿元
国家税务总局今天（7月3日）公布的数据显示，部分乘用车减半征收车购税政策实施一个月，全国共减征车购税71亿元，减征车辆109.7万辆。其中，1.6升—2.0升排量乘用车减征税款占比约52%。这项政策将持续到今年年底。
海南离岛免税政策调整实施2年销售金额906亿元
海口海关今天（7月3日）公布，自2020年7月1日海南离岛免税政策调整以来，截至今年6月底，两年来，海南离岛免税商品销售金额906亿元、1.25亿件、购物旅客1228万人次，日均购物金额1.24亿元，较政策调整前增长257%。
香港故宫文化博物馆今日正式开放
香港故宫文化博物馆3日正式向公众开放，展出从北京故宫博物院藏品中精选出来的900多件藏品，向观众呈现中国悠久的历史和灿烂的文化。展品展期为1—12个月不等。 
《走进县城看发展》明天走进广东博罗
总台央视新闻频道特别节目《走进县城看发展》，明天（7月4日）走进广东博罗。党的十八大以来，博罗抢抓粤港澳大湾区建设机遇，扎实推进高质量发展，着力打造民富、景美、人和的现代魅力强县。",https://tv.cctv.com/2022/07/03/VIDEEcNh8NcHLDGK0wFcRuY2220703.shtml
2022-07-04,00:01:49,国内联播快讯,"中国人民银行公布两项金融开放新举措
今天（7月4日），中国人民银行公布将启动香港与内地的利率“互换通”，推出后境内外投资者可便捷地完成人民币利率互换的交易和集中清算。此外，央行近日已和香港金融管理局签署人民币/港币常备互换协议，互换规模扩大至8000亿元人民币。两项新举措可进一步提升两地金融市场的联通效率。
西延高铁刘家河二号隧道贯通
西安至延安高铁刘家河二号隧道今天贯通。西延高铁全长约300公里，预计2025年建成通车，届时，西安至延安的铁路运行时间将从两个半小时缩短至1小时左右。
多部门联合开展燃气安全“百日行动”
国务院安委办联合住建、市场监管等部门开展燃气安全“百日行动”，即日起至10月底将对使用燃气的餐饮场所、农贸市场等进行全面排查，严厉查处燃气新建、改造等工程违法分包和从业人员违规违章作业等突出问题。
第五届社会主义核心价值观主题微电影征集展播评选结果揭晓
第五届社会主义核心价值观主题微电影（微视频）征集展播评选结果日前揭晓，入选的88部作品展现了各行各业弘扬和践行社会主义核心价值观的精神风貌和生动实践。
游泳世锦赛收官 中国跳水队包揽全部金牌
2022年国际泳联世界锦标赛北京时间今天凌晨在匈牙利布达佩斯落幕，在女子双人3米板决赛中，中国队组合陈艺文/昌雅妮夺冠，随后杨健又成功卫冕男子10米台金牌。至此，中国跳水队包揽了本届世锦赛跳水全部13个项目的金牌。",https://tv.cctv.com/2022/07/04/VIDEgYJYF0q8lPM7Cdk6Y3fw220704.shtml
2022-07-05,00:02:43,国内联播快讯,"“十四五”东北地区首个抽水蓄能电站开工
“十四五”时期东北地区首个抽水蓄能电站——国家电网黑龙江尚志抽水蓄能电站今天（7月5日）开工。电站总装机容量120万千瓦，总投资83.58亿元，计划于2029年竣工投产，将显著提高东北区域和黑龙江电网的调节能力，保障电网安全稳定运行。
国家碳纤维高新技术产业化基地吉林化纤碳纤维项目启动
国家碳纤维高新技术产业化基地吉林化纤6万吨碳纤维项目今天（7月5日）在吉林市正式启动，项目总投资103亿元，将建设18条自主研发的智能化碳丝生产线，投产后年销售收入预计超87亿元。
工信部启动2022“三品”全国行活动
今天（7月5日），工业和信息化部启动2022增品种、提品质、创品牌“三品”全国行活动。活动将从七月持续到九月，面向服装、家具、家电、健康养老等行业，加大优质消费品推送，提升消费体验，并将在上海、江苏等地举办“促消费”专场主题活动。
全国总工会推出20条举措助防疫 促发展
日前，全国总工会印发通知，确定20亿元资金用于助力疫情防控与促进经济社会发展，工会经费可用于健身、消费帮扶等活动。要求省级工会必须设立新就业形态劳动者关爱资金，对租用省级工会房产经营的小微企业、个体工商户等减免房租，为小微企业、困难职工等创业提供阶段性优惠办公场所等。 
海军第40批护航编队凯旋
今天（7月5日），海军第40批护航编队经过172个昼夜、近9万海里的航程，圆满完成亚丁湾、索马里海域护航任务，顺利返回广东湛江某军港。编队自今年1月15日执行任务以来，采取接力护航、延伸护航、区域监控等多种方式，确保被护船舶航行安全。
全国高中阶段教育毛入学率提高至91.4%
记者今天（7月5日）从教育部了解到，2021年，全国高中阶段教育毛入学率进一步提高至91.4%。普通高中财政性教育经费投入由2012年的2317亿元提高到2021年的4666亿元。十年来，全国普通高中总数和在校生人数分别增长7.97%和5.59%，专任教师总数增长超过27%，教师学历结构不断优化。
《走进县城看发展》明天走进甘肃榆中
总台央视新闻频道特别节目《走进县城看发展》，明天（7月6日）走进甘肃榆中。党的十八大以来，榆中依托区位优势深度融入省会城市发展，以科技创新促产业转型，充分激发县域经济活力，走出一条高质量发展之路。",https://tv.cctv.com/2022/07/05/VIDE2XoO3X6tmKK1dqmwMg1N220705.shtml
2022-07-06,00:01:02,国内联播快讯,"全国水库除险加固主体工程已完工4586座
水利部最新发布，2021年以来，全国多渠道筹集资金216亿元，全力推进7695座小型水库除险加固，截至目前，主体工程已完工4586座。同时，国家正在推进5万多座小型水库雨水情测报设施和大坝安全监测设施建设，提升水库安全运行水平。
我国首个商业航天发射场在海南文昌开工建设
今天（7月6日），海南商业航天发射场在海南文昌开工建设。这是我国第一个商业航天发射场，将致力于打造国际一流、市场化运营的航天发射场系统，进一步提升我国民商运载火箭发射能力。
上半年江苏省RCEP签证出口货值位居全国首位
据海关和贸促会统计，今年上半年，江苏省RCEP签证出口货值195亿元，居全国首位。海关和贸促会共签发RCEP原产地证书5.57万份，相关企业享受RCEP其他成员国关税减让超1.5亿元。",https://tv.cctv.com/2022/07/06/VIDEB2qZqRulx155sH1OK85p220706.shtml
2022-07-07,00:03:22,国内联播快讯,"我国初步划定38个国家级地下水储备重点区
记者今天（7月7日）从自然资源部中国地质调查局了解到，综合考虑各地地下水含水层条件、储蓄空间等因素，我国初步划定了38个国家级地下水储备重点区，重点保障京津冀、长江经济带等区域的用水安全，应对重大干旱自然灾害等可能造成的水短缺。
国家西南区域应急救援中心开工
今天（7月7日），国家西南区域应急救援中心在四川成都开工建设。该中心重点担负重特大地震、地质灾害和森林（草原）火灾等救援任务，突出航空救援特色，救援范围辐射四川、重庆、贵州、云南、西藏。
京津冀地区首个新型国际贸易公共平台上线运行
京津冀地区首个新型国际贸易公共服务平台“京贸兴”，7月6日在北京大兴机场临空区正式上线运行。该平台整合相关大数据，可实现金融机构对企业离岸贸易交易背景的快速核查，促进离岸贸易有序发展。
第二十八届中国兰州投资贸易洽谈会开幕
今天（7月7日），第二十八届中国兰州投资贸易洽谈会在甘肃兰州举行。本届兰洽会以“深化务实合作，共创丝路繁荣”为主题，举办绿色能源、高质量发展、数字化赋能等多项专题论坛，展示甘肃省特色优势产业。
两部门发布通知规范信用卡业务
银保监会、人民银行今天（7月7日）发布通知，进一步规范信用卡业务。要求银行业金融机构合理设置单一客户信用卡总授信额度上限；要以明显的方式向客户展示最高年化利率水平；不得诱导客户过度使用分期业务；不得采取默认勾选、强制捆绑销售等方式营销信用卡等。
加强零工市场建设 完善求职招聘服务
日前，人力资源和社会保障部等五部门印发意见，要求各地将零工信息纳入公共就业信息服务范围，组织流动招工“大篷车”、定向招聘等活动，引导零工人员参加急需紧缺职业技能培训和新职业技能培训，加强就业帮扶。
嫦娥四号进入第44月夜休眠
来自国家航天局的消息，嫦娥四号任务“玉兔二号”月球车和着陆器分别于7月5日19时14分和7月6日6时整完成休眠设置，进入第44月夜休眠，月球车在月球背面累计行驶1239.88米。目前，嫦娥四号探测器工作超过3年，获取超过3800GB科学数据。
中央歌剧院开幕式音乐会举行
中央歌剧院剧场近日落成启用，昨晚（7月6日）剧场开幕式音乐会举行，指挥家郑小瑛与多位艺术家接续登台，演绎《红旗颂》《白毛女》《党的女儿》《图兰朵》《道路》等古今中外歌剧经典选段和近年来中央歌剧院的原创作品，勾勒出中国歌剧传承发展的艺术画卷。
《走进县城看发展》明天走进青海大通
总台新闻频道特别节目《走进县城看发展》，明天（7月8日）走进青海省大通回族土族自治县。党的十八大以来，大通将高原特有资源禀赋转化为发展优势，坚持生态优先，优化产业结构，走出了一条绿色高质量发展之路。",https://tv.cctv.com/2022/07/07/VIDEea6ZJmxulyGKeNBueBiu220707.shtml
2022-07-08,00:02:22,国内联播快讯,"6月中国中小企业发展指数回升
中国中小企业协会今天（7月8日）发布，6月中国中小企业发展指数为88.4，环比上升0.2点，连续4个月下降后止跌回升。工业、建筑业、住宿餐饮等8个行业指数全面回升，宏观经济感受指数等8个分项指数7个上升1个持平，中小企业经营状况正在全面回升。
全球最大水光互补电站开工建设
今天（7月8日），全球最大的水电光伏互补电站——雅砻江柯拉电站开工建设。这也是全球“水光互补”项目首次提升到百万千瓦规模，明年电站投产后，每年可提供清洁电能20亿度。
黄河2022年汛前调水调沙结束
黄河2022年汛前调水调沙历时19天于昨晚（7月7日）结束。此次调水调沙累计排沙量1.04亿吨，并向黄河三角洲生态补水1.66亿立方米。目前，黄河中游各水库全都在汛限水位以下运行。
西藏博物馆新馆今天开馆
今天（7月8日），总投资6.6亿元的西藏博物馆新馆正式开馆。作为西藏重大文化惠民工程，新馆建筑面积比老馆扩大了近5倍，馆藏文物52万件（套），其中珍贵文物近4万件（套），具有极高的历史、艺术和科学价值。总台今天还向新馆捐赠了“党史经典 彩色重现”《扎西德勒》4k+AI超高清修复珍贵影像。
“京港青年生活节”在京开幕
由北京市青年联合会等单位主办的“京港青年生活节”今天（7月8日）开幕，汇集60家内地和香港品牌的特色集市亮相街头。生活节还将举办展览、论坛、表演等活动，搭建京港青年交流平台，助力北京国际消费中心城市建设。
《大美边疆行》明天走进云南 广西
总台央视新闻频道特别报道《大美边疆行》明天（7月9日）走进云南和广西。党的十八大以来，两地各族干部群众牢记总书记嘱托，守望相助、团结奋斗，实施兴边富民行动，边疆地区经济社会发生历史性变革，取得历史性成就。",https://tv.cctv.com/2022/07/08/VIDEdL2jKHapQyLlN9VemGYx220708.shtml
2022-07-09,00:02:45,国内联播快讯,"今年上半年全国生态环境质量持续改善
生态环境部今天（7月9日）最新通报，1—6月，全国生态环境质量持续改善，全国地级及以上城市优良天数比例达到84.6%，同比上升0.3个百分点；PM2.5浓度为32微克/立方米，同比下降5.9%。全国地表水优良比例为85.7%，同比上升4.0个百分点。
黄河下游“十四五”防洪工程开工建设
黄河下游“十四五”防洪工程今天（7月9日）开工建设。工程涉及山东河南两省878公里河道治理和堤防改建加固，建成后将进一步完善和巩固提升黄河下游抗洪能力。
我国首艘深远海大型专业海道测量船“海巡08”轮下水
我国首艘具备深远海测量能力的专业海道测量船“海巡08”轮昨天（7月8日）在上海下水。“海巡08”轮排水量约7500吨，续航力18000海里，测量能力达世界领先水平，将于明年交付使用。
税务机关助企实现购销额67亿多元
国家税务总局今天（7月9日）表示，5月份以来，全国税务机关利用税收大数据，积极促进购销对接，为5000多家企业匹配了超2万家供应商，帮助2214户企业实现购销金额67.38亿元，助力稳产业链供应链。
北京181家孵化器为企业减免房租3.93亿元
北京市统筹疫情防控和稳定经济增长政策实施一个月以来，全市已有181家孵化器为3834家科技型中小微企业减免房租3.93亿元。其中，44家市属国有孵化器减免力度最大，共为1709家企业减免金额达2.6亿元。
庆祝香港回归祖国25周年美术作品展在港开幕
今天（7月9日），“笔墨丹青绘湾区——庆祝香港回归祖国25周年美术作品展”在香港中央图书馆展览馆开幕，116件作品记录描绘粤港澳大湾区创新实践，突出展现香港自回归以来在“一国两制”方针指引下，经济、文化、社会和民生等领域取得的长足发展。
浙江桐庐“复兴少年宫”实现乡村全覆盖
近日，浙江桐庐县正式发布了乡村“复兴少年宫”建设与管理规范，标准化推广“复兴少年宫”建设。桐庐县2021年5月底被中央文明办列入全国乡村“复兴少年宫”建设试点县以来，建立“示范共育、校地共建、资源共享、品牌共推”工作机制，先后建成195家“复兴少年宫”，覆盖所有乡村、社区。",https://tv.cctv.com/2022/07/09/VIDETMXZZTnSGWjpV9Ehoayu220709.shtml
2022-07-10,00:01:49,国内联播快讯,"青藏铁路西宁至格尔木段提质工程开工
今天（7月10日），青藏铁路德令哈站站房改扩建项目开工建设，标志着青藏铁路西宁至格尔木段提质工程正式开工。提质工程将对青藏铁路西格段线路进行整治，并将对部分站点进行改扩建，预计明年底竣工。改造完成后，西宁到格尔木的通行时间将缩减至5小时以内。
国博开启系列活动庆祝建馆110周年
国家博物馆近日陆续推出百余年考古成果展、全球博物馆珍贵文物展示在线接力等系列活动，庆祝建馆110周年。作为馆庆及“中国意大利文化和旅游年”的重头项目，“意大利之源——古罗马文明展”集中展出了来自意大利的500多件珍贵藏品，其中部分文物和艺术品是首次在意大利境外展出。
各地少数民族群众欢度古尔邦节
今天（7月10日）是我国一些少数民族的传统节日古尔邦节，大家载歌载舞、走亲访友、宰牲待客，喜迎佳节。各地也积极做好各类商品供应和服务保障，确保节日市场供应充足、价格稳定。
第一届中国青少年足球联赛正式启动
第一届中国青少年足球联赛今天（7月10日）在浙江杭州正式启动。联赛将设置小学、初中、高中、大学4个年龄段，男、女各9个竞赛组别，在全国45个分赛区进行，来自学校、体校、足球俱乐部的球队均可参赛。
《走进县城看发展》明天走进贵州仁怀
总台央视新闻频道特别节目《走进县城看发展》明天（7月11日）将走进贵州仁怀。党的十八以来，仁怀坚守发展与生态两条底线，以高质量发展为统领，推动经济、社会、生态实现均衡发展、协调发展。",https://tv.cctv.com/2022/07/10/VIDE9kwdHHGr6SpA7UL8nayt220710.shtml
2022-07-11,00:02:58,国内联播快讯,"两部门紧急预拨2.7亿元资金支持地方防汛抗旱
今天（7月11日），财政部、应急管理部预拨2.7亿元中央自然灾害救灾资金，支持地方做好防汛抗旱工作。其中，预拨2亿元，支持辽宁、吉林、广东、广西、海南、云南等6省（区）开展防汛救灾工作；预拨7000万元，支持甘肃、内蒙古、陕西3省（区）做好抗旱救灾工作。
教育部等开展“千校万企”行动 推动校企协同创新
教育部、工业和信息化部和国家知识产权局近日联合印发《关于组织开展“千校万企”协同创新伙伴行动的通知》，力争利用5年时间，推动1000所以上高校支撑服务10000家以上企业科技进步和产业发展，共同推动校企深度融合。
第十七届“振兴杯”全国青年职业技能大赛决赛举行
今天（7月11日），由共青团中央、人力资源社会保障部主办的第十七届“振兴杯”全国青年职业技能大赛决赛在浙江杭州举行，大赛设置了工业机器人系统操作员、计算机程序设计员和车工3个竞赛工种。
华南国家植物园今天揭牌成立
今天（7月11日），我国第二个国家植物园——华南国家植物园在广州揭牌成立。华南国家植物园规划总面积319公顷，迁地保育植物超过17000种，主要立足华南，进行全球热带亚热带地区的植物保育、科学研究和知识传播等工作。
全国航海日活动周今天启动
今天（7月11日）是我国第18个航海日，主题为“引领航海绿色低碳智能新趋势”，并首次启动全国航海日活动周，活动周期间全国将举办航海科普知识竞赛、科普系列讲座等丰富多彩的活动。
6月份我国汽车产销同比增长超两成
今天（7月11日），中国汽车工业协会公布数据显示，6月份，我国汽车产销分别完成249.9万辆和250.2万辆，同比分别增长28.2%和23.8%。新能源汽车产销创历史新高，同比均增长1.3倍。
短道速滑国家训练营今天开营 备战冬奥新周期
2022短道速滑国家训练营今天（7月11日）开营。来自全国的116名运动员进行为期一个月的训练和测试，之后将组建2022—2023年短道速滑国家集训队，为新赛季以及冬奥周期全面备战。
中国女队首夺三人篮球亚洲杯冠军
三人篮球亚洲杯昨晚（7月10日）在新加坡落幕，中国女队在决赛中14:10战胜澳大利亚队，以全胜战绩首次夺得亚洲杯冠军。男子组方面，中国男队在三四名争夺战中，战胜菲律宾队，获得本次赛事的季军。
四川盆地江南华南等地本周高温持续
本周，受副热带高压影响，我国四川盆地到江南、华南一带高温天气仍将持续，四川、重庆、湖南、湖北、江西等地部分地区最高气温将达37—39℃、局地40℃以上，中央气象台今天（7月11日）升级发布高温橙色预警。",https://tv.cctv.com/2022/07/11/VIDEIcsMztXwwoXWaem6wn3N220711.shtml
2022-07-12,00:03:32,国内联播快讯,"《“十四五”新型城镇化实施方案》印发
国家发展改革委今天（7月12日）印发《“十四五”新型城镇化实施方案》。方案提出，放开放宽除个别超大城市外的落户限制，强化随迁子女基本公共教育保障，完善城市住房体系，增加普惠便捷公共服务供给，分类推动城市群发展，有序培育现代化都市圈。
《国家公路网规划》今天发布
今天（7月12日），《国家公路网规划》正式对外发布。规划公布了国家公路网到2035年的布局方案，届时我国公路总规模将达到约46.1万公里，其中国家高速公路网规划总里程约16.2万公里，普通国道网规划总里程约29.9万公里。与上一版规划相比，此次规划总规模增加了约6万公里。
第七批国家组织药品集中采购60种药品集采成功 平均降价48%
今天（7月12日），第七批国家组织药品集中采购在南京举行，60种药品集采成功，拟中选药品平均降价48%，按约定采购量测算，预计每年可节省费用185亿元，中选产品将于2022年11月落地实施。
三部门推动社会组织助力高校毕业生等群体就业
民政部、教育部和人力资源社会保障部日前联合下发通知，要求各地发挥社会组织在促进高校毕业生等群体就业中的积极作用，开发就业岗位、拓展就业空间、提供就业服务，优先为脱贫家庭、低保家庭、零就业家庭等重点帮扶对象提供就业岗位。 
2021年我国居民人均预期寿命提高到78.2岁
国家卫生健康委今天（7月12日）发布的2021年我国卫生健康事业发展统计公报显示，居民人均预期寿命由2020年的77.93岁提高到2021年的78.2岁。
国家乡村振兴重点帮扶县教育人才“组团式”帮扶工作启动
中央组织部、教育部等部门启动国家乡村振兴重点帮扶县教育人才“组团式”帮扶工作，将集中力量帮助西部10个省区市160个国家乡村振兴重点帮扶县各建好1所普通高中和1所职业高中，带动当地教育质量整体提升。
2021年度媒体社会责任报告近日发布
2021年度媒体社会责任报告近日发布。从中央新闻单位到县级融媒体中心共300多家媒体发布报告。2021年，各媒体自觉承担“举旗帜、聚民心、育新人、兴文化、展形象”的使命任务，大力宣传党的理论和路线方针政策，凝聚起团结奋进的磅礴力量。
总台推出“创新港湾2022”特别节目
中央广播电视总台CGTN与创科香港基金会今天（7月12日）共同举办“创新港湾2022”系列活动暨香港创科教育中心成立，并推出“创新港湾2022”特别节目，以助力推动香港国际创科中心建设，打造粤港澳大湾区创新创业高地，为国家科创事业兴旺发展蓄力赋能。
7月14日凌晨本年度最大“超级月亮”将亮相
北京时间7月14日凌晨2时38分，本年度最大“超级月亮”将现身夜空，这时的月亮比平时看起来更大更圆，是月亮运行到近地点附近，达到满月时的天文现象。
《走进县城看发展》明天走进海南文昌
总台央视新闻频道特别节目《走进县城看发展》明天（7月13日）走进海南文昌。党的十八大以来，文昌强化创新引领，大力发展航天产业、旅游业，高质量发展实现新突破。",https://tv.cctv.com/2022/07/12/VIDEdXGoLCFuwjytuGcfsAAs220712.shtml
2022-07-13,00:03:04,国内联播快讯,"财政部拨付水利救灾资金4.68亿元
日前，财政部下达水利救灾资金4.68亿元，用于支持和引导浙江等10个省（区、市），做好暴雨洪水及地震灾损应对工作，重点对江河湖泊堤坝、水库、河道工程等水毁灾损设施开展修复，保障防汛安全。
我国上半年快递业务量达512.2亿件
国家邮政局今天（7月13日）发布数据，上半年，我国邮政行业业务收入累计完成6543.1亿元，同比增长6.5%；快递服务企业业务量累计完成512.2亿件，同比增长3.7%。农村地区揽收和投递快递包裹总量219亿件。
国家职业分类大典（2022年版）公示
近日，人社部向社会公示了新修订的《中华人民共和国职业分类大典》，新版大典纳入了近年来新增职业信息，对部分原有职业信息描述进行了更新，顺应了当下数字经济、绿色发展的需要。
银龄讲学计划今年招募5000名退休教师
教育部、财政部启动2022年银龄讲学计划，将招募5000名65（含）岁以下的退休教师支持县、镇和农村义务教育，讲学教师服务时间不少于1学年，工作经费由中央财政和地方财政按照年人均2万元标准共同分担。
我国成功发射天链二号03星
今天（7月13日）0时30分，我国在西昌卫星发射中心使用长征三号乙运载火箭，成功将天链二号03星发射升空，该卫星主要用于为飞船等载人航天器、中低轨道资源卫星提供数据中继和测控服务，为航天器发射提供测控支持。
贵南高铁贵州段所有隧道今天全部贯通
今天（7月13日），贵阳至南宁高速铁路贵州段最后一座隧道青苗寨隧道顺利贯通，标志着贵南高铁贵州段的63个隧道全部贯通。贵南高铁是我国“八纵八横”铁路网的重要组成部分，建成通车后将与沪昆、成贵、云桂等铁路衔接，成为西部通往珠三角地区的快速通道。
长三角一体化示范区开发者大会在浙江举行
今天（7月13日），长三角生态绿色一体化发展示范区开发者大会在浙江嘉善举行。主题是跨域一体、共享未来。突出数字经济，促进数字经济和实体经济融合发展。开发者大会是深化长三角一体化示范区业界共治模式、展现示范区建设进展的开放平台。当天，沪苏嘉城际铁路在三地同步开工。
澳门轻轨延伸横琴线项目盾构机开始掘进
澳门应用的最大直径盾构机“澳琴1号”今天（7月13日）在澳门轻轨延伸横琴线开始掘进，澳门与横琴跨界交通进入全面建设阶段。该线从澳门境内到横琴口岸，全线长2.2公里，是珠澳区域公共交通重要客运通道，建成后将助力澳门尽快融入粤港澳大湾区“一小时生活圈”。",https://tv.cctv.com/2022/07/13/VIDEaLbRx7wvAEmQrYx2TU4n220713.shtml
2022-07-14,00:02:16,国内联播快讯,"两部门加强烈士纪念设施保护运用
今天（7月14日），退役军人事务部和国家文物局签署战略合作协议，切实保护好、管理好、运用好烈士纪念设施和革命文物等红色资源，在全社会树立保护革命文物、弘扬英烈精神的良好风尚。截至去年，全国共有不可移动革命文物3万多处，烈士纪念设施25万多处。
我国多举措促进重点工程以工代赈
《关于在重点工程项目中大力实施以工代赈促进当地群众就业增收的工作方案》日前发布，《工作方案》提出优先吸纳返乡农民工、脱贫人口、防止返贫监测对象，岗位涉及交通、水利、能源、农业农村、城市建设、生态环境灾后恢复重建等领域。《工作方案》也明确了培训和资金等保障责任。
本年度最大“超级月亮”今天凌晨亮相夜空
今天（7月14日）凌晨，本年度最大近地点附近满月亮相夜空，吸引各地的人们通过野外观测、天文望远镜、手机直播等多种方式目睹这一“超级月亮”景观。预计，明年8月将出现两次“超级月亮”，分别在8月2日和8月31日。
南方多地大范围高温 最高气温突破7月历史极值
连日来，我国南方出现大范围高温天气，四川、云南、上海、重庆、福建等地最高气温达到或突破7月历史极值，中央气象台连续第9天发布高温橙色预警。上海中心城区、浦东、闵行等地最高气温达40℃，高温橙色预警升级为红色预警。针对高温天气，各地采取积极的防暑降温措施，并为快递员、环卫工人等户外劳动者提供饮水休息、避暑纳凉等服务。 
《走进县城看发展》明天走进江西寻乌
总台央视新闻频道特别节目《走进县城看发展》明天（7月15日）走进江西寻乌。党的十八大以来，寻乌大力弘扬“寻乌调查”唯实求真的优良传统，贯彻新发展理念，培育壮大富民产业，推动产业转型升级，加快融入大湾区，红色小城跑出高质量跨越式发展加速度。",https://tv.cctv.com/2022/07/14/VIDEXk3Y1RdXfuKa3LDByjxA220714.shtml
2022-07-15,00:01:37,国内联播快讯,"上半年我国银行业保险业平稳较快发展
银保监会最新数据显示，6月末，我国银行业金融机构总资产360.4万亿元，同比增长9.6%；保险业总资产26.6万亿元，同比增长11.1%。6月末，银行业金融机构不良贷款率1.77%，较年初下降0.05个百分点，信贷资产质量基本稳定，风险抵补能力整体充足。
世界青年技能日系列活动启动
今天（7月15日）是第8个世界青年技能日，人力资源社会保障部等部门在各地开展一系列活动，推广“工学一体化”教学改革。到“十四五”末，我国将建设100个“工学一体化”培养模式专业，1000所技工院校参与实施“工学一体化”培养模式，培训10000名“工学一体化”教师。
横琴杧洲隧道主体工程开工
今天（7月15日），横琴粤澳深度合作区重点交通工程——珠海杧洲隧道主体工程开工。隧道全长约3公里，双向六车道，设计时速60公里，连接横琴岛、珠海洪湾片区等多区域，建成后，将减少台风等恶劣天气对横琴岛与珠海市区之间交通的影响。
《中国考古大会》第八期今晚播出
《中国考古大会》第八期《探秘长江中游史前文化——城头山遗址》将于今晚（7月15日）8点档在总台央视综合频道播出。本期节目将围绕位于澧阳平原史前遗址的城头山展开，让观众身临其境地感受新石器时代长江中游地区的文化发展。",https://tv.cctv.com/2022/07/15/VIDEO0ipcgcDnCPw9lSa38Ur220715.shtml
2022-07-16,00:02:01,国内联播快讯,"上半年海关税收入库增长12.2%
今年上半年，全国海关税收入库11653亿元，同比增长12.2%。同时，海关总署相继出台促进外贸保稳提质的十条措施和助企纾困降成本七条措施，落实各项进口降税政策减税448亿元。
“全国优秀青年艺术人才展演”在京开幕
“艺苑撷英——全国优秀青年艺术人才展演”昨晚（7月15日）在北京拉开帷幕。这是“新时代青年艺术骨干培养计划”的年度成果汇报演出，14场展演将在北京、上海、成都陆续展开，涵盖戏剧、音乐、舞蹈、曲艺、杂技五个艺术门类。
内蒙古自治区举行森林草原灭火联合演习
今天（7月16日），内蒙古自治区森林草原灭火联合演习在呼伦贝尔市的联合训练基地展开，1100多名救援人员协同配合，从接近火场、突破火线、扑灭明火、清理余火等环节对火线实施扑救，全面检验森林草原火灾综合防控和应急处置水平。
第47届渡江节在湖北武汉举行
第47届渡江节今天（7月16日）在湖北武汉举行。来自全国20多个省市的游泳好手们在武汉长江边再现了万里长江横渡的壮观画面。共有92名游泳健儿参加了个人抢渡赛，近千名游泳爱好者参与了游泳快闪嘉年华活动。
总台大型文化季播节目《遇鉴文明》今起播出
大型文化季播节目《遇鉴文明》将于今晚（7月16日）登陆总台央视中文国际频道。节目首季共12期，以访谈的形式凸显中外文明交流互鉴的积极影响和深远意义。
电视剧《高山清渠》今晚播出
电视剧《高山清渠》今晚起（7月16日）在总台央视综合频道黄金档播出。该剧根据全国优秀共产党员、“七一勋章”获得者、时代楷模黄大发的真实事迹改编。",https://tv.cctv.com/2022/07/16/VIDEjzMf6oAuk332OQU0aSm5220716.shtml
2022-07-17,00:01:21,国内联播快讯,"亚洲首个专业货运机场投运
亚洲首个专业货运机场——湖北鄂州花湖机场今天（7月17日）正式投运。该机场货物转运中心建筑面积超70万平方米，今年年底建成投用后，高峰时期每小时可处理货物28万件。
香港科技创新联盟成立
香港科技创新联盟日前（7月15日）成立。该联盟宗旨是促进联盟会员之间的跨学科交流与创新合作，发掘合作研发项目，为香港科技发展出谋划策，协同香港特区政府部门、产业界、学界、研究机构等，推动大湾区科技创新合作与发展。
第三十届“天马节”在昭苏草原举行
第三十届“天马节”近日在新疆昭苏举办，“万马奔腾”“天马浴河”等特色景观，吸引近万名游客前来参观游览。马产业已经成为当地农牧民增收致富的重要手段，预计今年昭苏县马产业产值有望突破6亿元。
《走进县城看发展》明天走进云南弥勒
总台央视新闻频道特别节目《走进县城看发展》明天（7月18日）走进云南弥勒。党的十八大以来，弥勒积极调整产业结构，全力融入滇中城市经济圈，推动绿色小城高质量跨越式发展。",https://tv.cctv.com/2022/07/17/VIDErrwQ06GRKhHw89jDvfAb220717.shtml
2022-07-18,00:01:21,国内联播快讯,"十二部门启动暑期儿童关爱服务活动
今天（7月18日），全国妇联等12部门联合启动“少年儿童心向党 用心用情伴成长”暑期儿童关爱服务活动。各地各部门将联动校外教育阵地等，广泛开展家教指导、慰问帮扶农村留守儿童等活动。
“清朗·2022年暑期未成年人网络环境整治”专项行动启动
由中央网信办等部门组织的“清朗·2022年暑期未成年人网络环境整治”专项行动今天（7月18日）启动，将聚焦未成年人使用频率高的短视频直播、社交、网络游戏等平台，严厉查处诱导未成年人参与直播打赏等问题。
我国已创建445家国家新型工业化产业示范基地
记者从工业和信息化部了解到，截至今年3月，我国已创建了445家国家新型工业化产业示范基地，覆盖装备制造、消费品、电子信息等主要行业门类的32个细分领域，创造了全国三成以上工业增加值和进出口额，对工业经济引领带动作用突出。
北京与河北涿州开行通勤高铁
往返北京西站与河北涿州的通勤高铁今天（7月18日）正式运营，全程只需24分钟。这是北京与河北县级市间首次开行通勤高铁，进一步便利在京冀两地工作的旅客出行。",https://tv.cctv.com/2022/07/18/VIDEmCTGMAbmxsbika6KfRZd220718.shtml
